City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,rio gallegos,-51.6226,-69.2181,20.03,18,40,13.38,AR,1678226251
270,paulo afonso,-9.4061,-38.2147,29.28,40,31,7.49,BR,1678226497
271,nossa senhora da gloria,-10.2183,-37.4203,25.51,69,52,6.21,BR,1678226497
272,oga,46.4631,10.347,1.38,95,83,1.48,IT,1678226220
273,enugu,6.4402,7.4943,27.76,73,55,3.87,NG,1678226498
274,vila velha,-20.3297,-40.2925,26.97,88,40,3.09,BR,1678226239
275,gigmoto,13.7796,124.39,24.1,83,96,4.92,PH,1678226499
276,katsuura,35.1333,140.3,13.3,64,0,3.55,JP,1678226256
277,pangnirtung,66.1451,-65.7125,-4.0,80,40,0.0,CA,1678226236
278,laguna,38.421,-121.4238,13.95,48,40,3.09,US,1678226330
279,teguise,29.0605,-13.564,17.12,77,20,4.63,ES,1678226499
280,hamilton,39.1834,-84.5333,10.79,38,0,9.26,US,1678226084
281,antsohihy,-14.8796,47.9875,22.38,92,60,0.59,MG,1678226500
282,broome,42.2506,-75.833,0.39,68,100,7.2,US,1678226500
283,jiuquan,39.7432,98.5174,6.53,31,78,3.42,CN,1678226500
284,vyartsilya,62.1764,30.693,-20.99,100,85,1.02,RU,1678226501
285,kyra,49.5776,111.9753,-5.14,70,100,1.1,RU,1678226501
286,cap malheureux,-19.9842,57.6142,24.15,89,66,6.52,MU,1678226501
287,bengkulu,-3.8004,102.2655,23.52,87,23,1.72,ID,1678226223
288,shar,49.5886,81.0453,6.32,78,100,11.3,KZ,1678226502
289,presidente epitacio,-21.7633,-52.1156,27.37,66,14,2.58,BR,1678226502
290,half moon bay,37.4636,-122.4286,14.26,59,40,4.63,US,1678226105
291,gallup,35.5281,-108.7426,12.91,16,0,7.72,US,1678226503
292,moranbah,-22.0016,148.0466,24.61,77,93,3.4,AU,1678226503
293,talnakh,69.4865,88.3972,-29.89,94,96,0.94,RU,1678226503
294,suamico,44.6319,-88.0393,3.82,62,0,4.63,US,1678226504
295,sambava,-14.2667,50.1667,24.69,91,50,2.46,MG,1678226292
296,okha,53.5739,142.9478,-12.18,97,94,2.61,RU,1678226504
297,orkney,-26.9802,26.6727,17.21,86,26,3.15,ZA,1678226484
298,ayan,56.45,138.1667,-15.81,84,100,1.86,RU,1678226505
299,griffith,41.5284,-87.4237,7.81,60,0,5.14,US,1678226427
300,dunedin,-45.8742,170.5036,21.71,72,91,0.73,NZ,1678226263
301,twin falls,42.3505,-114.6445,-0.04,63,76,4.4,US,1678226505
302,alyangula,-13.8483,136.4192,27.46,73,100,8.78,AU,1678226505
303,norrtalje,59.758,18.705,-0.55,95,100,6.62,SE,1678226506
304,huambo,-12.7761,15.7392,17.23,92,100,0.54,AO,1678226506
305,dubbo,-32.25,148.6167,16.07,67,0,0.51,AU,1678226507
306,emborion,40.4833,21.55,3.2,94,14,1.6,GR,1678226507
307,kirakira,-10.4544,161.9205,28.16,76,100,0.32,SB,1678226507
308,ambon,-3.6954,128.1814,25.13,15,40,1.54,ID,1678226326
309,westport,41.1415,-73.3579,7.63,47,66,4.92,US,1678226410
310,ola,59.5833,151.2833,-22.63,96,81,2.82,RU,1678226508
311,kamaishi,39.2667,141.8833,7.13,79,2,3.3,JP,1678226508
312,qianan,44.9932,124.0581,-4.96,94,6,3.13,CN,1678226509
313,nautla,20.2167,-96.7833,27.2,70,99,6.49,MX,1678226509
314,verkhnevilyuysk,63.4453,120.3167,-31.98,99,66,2.11,RU,1678226509
315,aksu,41.1231,80.2644,8.84,30,2,2.23,CN,1678226435
316,tibati,6.4667,12.6333,22.91,17,52,1.15,CM,1678226510
317,ixtapa,20.7,-105.2,29.65,32,74,3.36,MX,1678226510
318,adrar,20.5022,-10.0711,24.45,10,0,4.96,MR,1678226257
319,kamenka,51.3223,42.7678,-0.06,97,100,6.14,RU,1678226511
320,saumur,47.3333,-0.25,7.72,86,98,7.18,FR,1678226511
321,mackay,-21.15,149.2,25.38,83,48,3.35,AU,1678226459
322,emba,48.8264,58.1442,-11.14,96,30,2.06,KZ,1678226512
323,lufilufi,-13.8745,-171.5986,29.88,79,99,8.81,WS,1678226512
324,general pico,-35.6566,-63.7568,32.2,20,0,3.33,AR,1678226512
325,varnavino,57.4035,45.0916,-7.5,96,100,2.03,RU,1678226513
326,grindavik,63.8424,-22.4338,-6.03,58,40,13.89,IS,1678226217
327,kaspiyskiy,45.3929,47.3707,2.02,72,3,4.73,RU,1678226513
328,simao,22.7886,100.9748,12.21,50,0,0.47,CN,1678226514
329,artvin,41.1667,41.8333,4.85,80,100,1.8,TR,1678226514
330,vaxjo,56.8777,14.8091,-1.97,99,100,5.14,SE,1678226514
331,coracora,-15.0333,-73.7833,11.71,94,100,2.54,PE,1678226514
332,requena,39.4883,-1.1004,12.11,75,88,7.79,ES,1678226024
333,eureka,40.8021,-124.1637,8.85,87,100,2.24,US,1678226214
334,karla,59.3723,24.9275,-3.02,83,75,7.72,EE,1678226223
335,dickinson,29.4608,-95.0513,28.97,79,40,4.63,US,1678226515
336,marolambo,-20.05,48.1167,20.67,97,75,1.15,MG,1678226515
337,salalah,17.0151,54.0924,23.48,60,0,1.21,OM,1678226301
338,hauterive,46.0901,3.4459,1.42,90,83,2.47,FR,1678226516
339,leh,34.1667,77.5833,-16.78,70,16,1.37,IN,1678226516
340,blythe,33.6103,-114.5964,20.57,22,0,2.23,US,1678226517
341,roma,43.2128,-75.4557,-0.63,62,100,6.12,US,1678226517
342,torrox,36.7579,-3.9523,18.54,73,41,1.79,ES,1678226517
343,lazaro cardenas,17.9583,-102.2,27.29,64,40,5.94,MX,1678226518
344,bima,-8.4667,118.7167,24.07,93,100,0.21,ID,1678226518
345,mormugao,15.4,73.8,27.59,32,0,2.06,IN,1678226439
346,lithakia,37.7167,20.8333,6.65,77,1,3.4,GR,1678226519
347,baruun-urt,46.6806,113.2792,-3.64,51,99,3.99,MN,1678226519
348,amahai,-3.3333,128.9167,25.23,81,84,2.14,ID,1678226197
349,la palma,33.8464,-118.0467,19.42,50,20,5.66,US,1678226519
350,kediri,-7.8167,112.0167,22.71,92,97,0.98,ID,1678226520
351,luanda,-8.8368,13.2343,27.0,78,20,3.6,AO,1678226326
352,aklavik,68.2191,-135.0107,-19.0,65,40,5.14,CA,1678226228
353,yashkul,46.1711,45.3435,2.96,65,10,5.9,RU,1678226520
354,san patricio,28.017,-97.5169,30.4,57,26,7.94,US,1678226219
355,krasnooktyabrskiy,44.9328,38.3712,7.83,68,81,4.33,RU,1678226521
356,ende,-8.8432,121.6623,24.94,89,99,1.19,ID,1678226521
357,coxim,-18.5067,-54.76,27.21,76,100,1.1,BR,1678226225
358,kutahya,39.4242,29.9833,4.71,88,45,2.18,TR,1678226521
359,pacifica,37.6138,-122.4869,13.87,65,75,4.47,US,1678226522
360,rudbar,30.15,62.6,22.39,22,0,3.33,AF,1678226522
361,yarmouth,41.7057,-70.2286,4.08,63,100,11.62,US,1678226523
362,puerto escondido,15.85,-97.0667,29.0,63,100,3.56,MX,1678226186
363,srednekolymsk,67.45,153.6833,-32.59,93,96,2.7,RU,1678226523
364,kozhevnikovo,56.2589,83.9714,-4.32,93,100,4.95,RU,1678226523
365,cimitarra,6.3142,-73.9497,27.48,85,99,0.76,CO,1678226261
366,muroto,33.2833,134.15,13.52,53,0,2.68,JP,1678226315
367,dongsheng,39.8161,109.9776,1.5,53,3,2.87,CN,1678226231
368,kingussie,57.08,-4.0523,-6.19,90,16,0.77,GB,1678226524
369,agara,42.0376,43.8238,4.21,73,93,2.01,GE,1678226525
370,ahipara,-35.1667,173.1667,20.69,57,1,1.35,NZ,1678226229
371,madison heights,42.4859,-83.1052,6.15,40,0,5.66,US,1678226525
372,bathsheba,13.2167,-59.5167,27.34,69,40,6.69,BB,1678226216
373,high level,58.5169,-117.136,-11.94,72,75,1.03,CA,1678226103
374,stornoway,58.2093,-6.3865,0.98,80,75,6.17,GB,1678226526
375,sagua la grande,22.8067,-80.0756,27.48,49,0,4.59,CU,1678226526
376,truro,50.2653,-5.0544,8.24,80,100,8.23,GB,1678226526
377,kutum,14.2,24.6667,23.56,14,35,6.88,SD,1678226200
378,tres arroyos,-38.3739,-60.2798,19.1,68,87,5.35,AR,1678226527
379,mayumba,-3.432,10.6554,26.54,85,99,2.74,GA,1678226527
380,redlands,34.0556,-117.1825,17.2,48,0,0.89,US,1678226275
381,hirara,24.8,125.2833,18.15,52,75,1.03,JP,1678226234
382,mayo,38.8876,-76.5119,11.39,27,0,10.29,US,1678226528
383,buraydah,26.326,43.975,22.25,46,100,6.78,SA,1678226528
384,shubarshi,48.5872,57.1869,-7.2,91,9,2.83,KZ,1678226528
385,tekeli,44.83,78.8239,5.4,50,99,6.01,KZ,1678226529
386,peniche,39.3558,-9.3811,16.27,95,100,7.1,PT,1678226284
387,najran,17.4924,44.1277,20.36,26,18,1.55,SA,1678226529
388,beaverlodge,55.2166,-119.4361,-14.36,87,100,3.01,CA,1678226530
389,ekibastuz,51.6667,75.3667,2.21,76,92,18.59,KZ,1678226530
390,namibe,-15.1961,12.1522,21.29,80,45,1.29,AO,1678226220
391,tura,25.5198,90.2201,18.92,19,0,1.33,IN,1678226531
392,mokhotlong,-29.2894,29.0675,12.43,89,41,1.3,LS,1678226531
393,luena,-11.7833,19.9167,18.15,98,98,1.91,AO,1678226532
394,marzuq,14.4,46.4667,17.09,34,3,2.64,YE,1678226256
395,ensenada,31.8667,-116.6167,15.53,67,85,5.89,MX,1678226501
396,yavaros,26.7,-109.5167,26.06,35,91,5.41,MX,1678226532
397,isangel,-19.55,169.2667,26.62,65,34,4.94,VU,1678226191
398,erzin,36.9559,36.2,11.44,85,87,1.17,TR,1678226533
399,gari,59.4307,62.3497,-11.68,96,100,2.41,RU,1678226533
400,kasumkent,41.6773,48.146,1.07,82,44,0.78,RU,1678226534
401,begles,44.8084,-0.5481,9.27,93,75,4.12,FR,1678226534
402,wanaka,-44.7,169.15,15.47,89,100,1.77,NZ,1678226534
403,nuevitas,21.5453,-77.2644,26.06,54,0,4.04,CU,1678226535
404,datong,40.0936,113.2914,4.56,53,2,2.43,CN,1678226536
405,berlevag,70.8578,29.0864,-7.0,79,75,9.77,NO,1678226287
406,qandala,11.472,49.8728,25.56,56,3,2.67,SO,1678226333
407,shirgaon,19.7,72.7,25.38,52,8,2.25,IN,1678226536
408,phatthalung,7.5,100.0833,23.63,84,29,3.23,TH,1678226537
409,alekseyevsk,57.8406,108.3492,-4.48,95,100,2.77,RU,1678226322
410,carballo,43.213,-8.691,15.01,86,100,6.67,ES,1678226537
411,shimoda,34.6667,138.95,12.84,56,0,3.48,JP,1678226538
412,vanimo,-2.6741,141.3028,24.15,92,100,1.6,PG,1678226342
413,swan hill,-35.3378,143.5544,15.27,70,100,4.14,AU,1678226033
414,sao felix do xingu,-6.6447,-51.995,23.71,95,98,0.73,BR,1678226476
415,geraldton,-28.7667,114.6,21.23,88,0,3.6,AU,1678226113
416,shache,38.4167,77.2406,11.51,35,0,2.86,CN,1678226330
417,iqaluit,63.7506,-68.5145,-8.15,92,0,0.0,CA,1678226220
418,bafq,31.6128,55.4107,19.44,30,63,0.18,IR,1678226538
419,asau,46.4333,26.4,0.51,82,100,3.2,RO,1678226261
420,matamoros,25.5333,-103.25,32.28,5,72,1.45,MX,1678226274
421,talcahuano,-36.7167,-73.1167,15.82,88,100,3.6,CL,1678226539
422,batemans bay,-35.7167,150.1833,18.39,42,24,2.21,AU,1678226539
423,nelson bay,-32.7167,152.15,23.38,68,3,2.68,AU,1678226540
424,davila,18.4726,120.5763,18.99,75,0,4.96,PH,1678226540
425,kiruna,67.8557,20.2251,-21.49,84,100,1.03,SE,1678226540
426,porto velho,-8.7619,-63.9039,27.03,78,20,1.03,BR,1678226248
427,north vanlaiphai,23.1333,93.0667,8.86,59,31,1.32,IN,1678226541
428,ilinskiy,55.619,38.1182,-6.16,93,75,2.0,RU,1678226541
429,sechura,-5.5569,-80.8222,26.78,73,98,5.35,PE,1678226541
430,norden,53.6,7.2,0.54,97,64,5.11,DE,1678226376
431,asyut,27.181,31.1837,15.1,32,0,3.57,EG,1678226542
432,kemijarvi,66.7131,27.4306,-12.55,97,100,0.97,FI,1678226542
433,camacha,33.0833,-16.3333,16.68,94,75,2.06,PT,1678226543
434,lata,40.1629,-8.3327,14.95,89,97,2.07,PT,1678226293
435,barcelos,41.5388,-8.6151,14.08,86,98,3.98,PT,1678226543
436,bharthana,26.7571,79.2248,19.77,34,92,1.51,IN,1678226543
437,tyazhinskiy,56.116,88.524,-6.34,90,100,4.88,RU,1678226544
438,aldan,58.6031,125.3894,-25.9,97,66,2.6,RU,1678226544
439,pundaguitan,6.3711,126.1689,26.17,82,18,1.82,PH,1678226544
440,port-cartier,50.0334,-66.8654,0.97,99,100,4.1,CA,1678226288
441,sorland,67.667,12.6934,-4.08,52,23,8.61,NO,1678226545
442,akureyri,65.6835,-18.0878,-7.04,73,100,7.2,IS,1678226399
443,gold coast,-28.0,153.4333,26.8,86,100,3.6,AU,1678226132
444,emerald,-23.5333,148.1667,25.19,77,94,4.51,AU,1678226545
445,puerto madryn,-42.7692,-65.0385,19.68,45,80,10.75,AR,1678226279
446,agua dulce,18.1333,-94.1333,25.89,73,100,3.36,MX,1678226247
447,lakatoro,-16.0999,167.4164,27.89,77,48,3.11,VU,1678226546
448,baghmara,23.795,86.2085,22.35,25,22,2.19,IN,1678226546
449,nalut,30.3333,10.85,16.23,40,28,3.59,LY,1678226547
450,puerto montt,-41.4698,-72.9447,16.46,72,100,4.12,CL,1678226547
451,kavieng,-2.5744,150.7967,25.71,83,100,2.57,PG,1678226195
452,libreville,0.3925,9.4537,26.28,86,98,2.25,GA,1678226383
453,shirokiy,49.758,129.523,-14.33,91,29,2.72,RU,1678226340
454,svetlaya,46.5389,138.3297,-1.28,95,100,6.26,RU,1678226548
455,fortuna,40.5982,-124.1573,8.7,93,100,5.14,US,1678226200
456,hervey bay,-25.2986,152.8535,26.15,74,70,4.94,AU,1678226548
457,portland,45.5234,-122.6762,9.96,69,75,2.68,US,1678225912
458,ziro,27.6333,93.8333,7.41,89,59,1.06,IN,1678225966
459,siniscola,40.5719,9.6922,13.75,82,93,3.27,IT,1678226549
460,gorontalo,0.5412,123.0595,23.22,94,44,1.61,ID,1678226333
461,aksarka,66.5606,67.7975,-32.49,90,24,0.76,RU,1678226195
462,dongli,23.5656,116.8194,11.99,82,5,0.0,CN,1678226549
463,makakilo city,21.3469,-158.0858,23.89,52,75,4.63,US,1678226476
464,kieta,-6.2167,155.6333,26.3,81,100,0.62,PG,1678226550
465,tavda,58.0425,65.2726,-8.04,96,100,2.07,RU,1678226550
466,talaja,21.35,72.05,25.36,44,0,1.93,IN,1678226550
467,xiaoweizhai,26.1903,107.5125,14.1,96,100,0.13,CN,1678226551
468,izhma,65.0083,53.9113,-20.82,93,100,1.15,RU,1678226551
469,kavaratti,10.5669,72.642,27.14,66,17,1.38,IN,1678226178
470,sakaraha,-22.9,44.5333,21.52,84,100,7.43,MG,1678226552
471,uspenka,48.3903,39.1619,5.3,94,100,7.96,UA,1678226552
472,lavrentiya,65.5833,-171.0,-13.68,94,100,2.37,RU,1678226324
473,la orilla,17.9833,-102.2333,27.34,63,42,5.97,MX,1678226553
